,DA_LMP,DA_MCC,DA_MLC,RT_LMP,RT_MCC,RT_MLC,LMP_DELTA,MCC_DELTA,MLC_DELTA,LF_Planned,LF_Actual,Outage
2014-01-10 08:00:00,49.93,8.32,0.91,43.62,0.02,1.78,-6.31,-8.3,0.87,19347,19711,0
2014-01-10 09:00:00,49.29,9.67,0.8,44.23,0.68,1.64,-5.06,-8.99,0.84,19425,19610,0
2014-01-10 10:00:00,51.72,12.05,0.81,58.53,5.26,1.94,6.81,-6.79,1.13,19323,19539,0
2014-01-10 11:00:00,39.19,1.63,0.43,58.14,12.17,1.71,18.95,10.54,1.28,19260,19511,0
2014-01-10 12:00:00,40.61,5.36,0.25,62.67,4.41,2.05,22.06,-0.95,1.8,19087,19370,0
2014-01-10 13:00:00,34.81,2.2,0.26,38.68,1.33,1.23,3.87,-0.87,0.97,18914,19141,0
2014-01-10 14:00:00,35.4,2.04,1.66,38.62,1.2,1.12,3.22,-0.84,-0.54,18795,19024,0
2014-01-10 15:00:00,33.79,2.62,0.3,36.05,0.95,0.96,2.26,-1.67,0.66,18600,18812,0
2014-01-10 16:00:00,34.29,2.72,0.3,37.59,3.35,0.84,3.3,0.63,0.54,18462,18598,0
2014-01-10 17:00:00,44.53,5.03,0.61,40.61,2.27,1.1,-3.92,-2.76,0.49,18783,18878,0
2014-01-10 18:00:00,53.29,8.64,0.69,49.09,4.06,1.53,-4.2,-4.58,0.84,19572,19494,0
2014-01-10 19:00:00,44.11,2.32,-0.02,36.92,1.05,1.06,-7.19,-1.27,1.08,19437,19266,0
2014-01-10 20:00:00,39.6,0.88,0.44,29.92,0.18,0.87,-9.68,-0.7,0.43,18992,18789,0
2014-01-10 21:00:00,36.82,2.72,0.5,37.55,8.27,0.83,0.73,5.55,0.33,18528,18333,0
2014-01-10 22:00:00,31.23,1.23,0.24,28.1,0.25,0.76,-3.13,-0.98,0.52,17887,17700,0
2014-01-10 23:00:00,27.54,-0.76,0.22,25.4,0.02,0.6,-2.14,0.78,0.38,16922,16827,0
2014-01-11 00:00:00,29.05,0.24,0.83,28.57,0.16,0.3,-0.48,-0.08,-0.53,16119,16116,0
2014-01-11 01:00:00,26.64,-0.56,0.62,29.43,0.32,0.07,2.79,0.88,-0.55,15446,15502,0
2014-01-11 02:00:00,24.68,-1.53,0.57,27.64,0.44,0.1,2.96,1.97,-0.47,15000,15015,0
2014-01-11 03:00:00,23.84,-1.52,0.55,25.35,0.12,0.06,1.51,1.64,-0.49,14762,14758,0
2014-01-11 04:00:00,23.39,-1.24,0.53,25.3,0.2,0.11,1.91,1.44,-0.42,14710,14624,0
2014-01-11 05:00:00,24.6,-0.61,0.55,26.26,0.36,0.09,1.66,0.97,-0.46,14834,14724,0
2014-01-11 06:00:00,25.84,-0.85,0.59,28.61,0.28,0.11,2.77,1.13,-0.48,15270,15118,0
2014-01-11 07:00:00,26.09,-2.72,0.18,28.05,0.21,0.2,1.96,2.93,0.02,15994,15746,0
2014-01-11 08:00:00,27.77,-3.09,0.19,27.26,0.09,0.2,-0.51,3.18,0.01,16711,16487,0
2014-01-11 09:00:00,29.56,-3.44,0.9,28.53,0.05,0.25,-1.03,3.49,-0.65,17117,16944,0
2014-01-11 10:00:00,30.42,-3.75,0.92,32.13,0.16,0.41,1.71,3.91,-0.51,17448,17243,0
2014-01-11 11:00:00,30.2,-2.06,0.87,31.62,0.95,0.44,1.42,3.01,-0.43,17530,17342,0
2014-01-11 12:00:00,29.37,-1.71,0.83,33.63,2.46,0.49,4.26,4.17,-0.34,17465,17228,0
2014-01-11 13:00:00,29.1,-0.65,0.85,29.44,-1.79,0.36,0.34,-1.14,-0.49,17317,17023,0
2014-01-11 14:00:00,28.66,-0.87,0.68,30.27,-2.96,0.21,1.61,-2.09,-0.47,17125,16825,0
2014-01-11 15:00:00,28.19,-0.98,0.66,29.07,-1.57,0.04,0.88,-0.59,-0.62,16956,16599,0
2014-01-11 16:00:00,28.7,-1.07,0.39,28.3,0.11,0.13,-0.4,1.18,-0.26,16947,16476,0
2014-01-11 17:00:00,30.81,-3.27,0.2,30.61,0.02,0.33,-0.2,3.29,0.13,17494,16865,0
2014-01-11 18:00:00,38.37,-4.6,2.19,30.6,0.02,0.43,-7.77,4.62,-1.76,18505,18000,0
2014-01-11 19:00:00,35.56,-4.56,2.08,32.76,0.04,0.16,-2.8,4.6,-1.92,18514,18075,0
2014-01-11 20:00:00,33.86,-5.76,2.0,31.32,0.16,0.12,-2.54,5.92,-1.88,18181,17789,0
2014-01-11 21:00:00,29.34,-3.03,0.27,28.08,-0.17,0.27,-1.26,2.86,0.0,17673,17439,0
2014-01-11 22:00:00,29.48,-0.24,0.28,27.57,-0.27,0.23,-1.91,-0.03,-0.05,17108,16913,0
2014-01-11 23:00:00,28.1,-0.45,0.31,25.19,-0.49,0.04,-2.91,-0.04,-0.27,16286,16274,0
2014-01-12 00:00:00,24.5,-2.88,0.84,23.77,-1.66,0.09,-0.73,1.22,-0.75,15305,15646,0
2014-01-12 01:00:00,22.57,-3.85,0.83,23.18,-10.24,0.23,0.61,-6.39,-0.6,14709,15154,0
2014-01-12 02:00:00,24.96,-0.27,0.54,22.88,-2.56,0.38,-2.08,-2.29,-0.16,14295,14773,0
2014-01-12 03:00:00,20.73,-3.79,0.53,26.19,2.23,0.41,5.46,6.02,-0.12,14086,14585,0
2014-01-12 04:00:00,22.54,-1.48,0.52,24.03,1.29,0.35,1.49,2.77,-0.17,14013,14413,0
2014-01-12 05:00:00,27.34,2.84,0.77,26.93,2.71,0.34,-0.41,-0.13,-0.43,14045,14465,0
2014-01-12 06:00:00,28.91,2.96,0.8,26.18,-4.64,0.34,-2.73,-7.6,-0.46,14282,14702,0
2014-01-12 07:00:00,31.72,4.06,0.65,27.25,-13.28,0.17,-4.47,-17.34,-0.48,14785,15083,0
2014-01-12 08:00:00,21.56,-7.17,0.12,31.14,-47.36,-0.01,9.58,-40.19,-0.13,15422,15626,0
2014-01-12 09:00:00,23.26,-6.95,0.7,27.86,-47.81,-0.46,4.6,-40.86,-1.16,15713,15893,0
2014-01-12 10:00:00,24.35,-6.15,0.89,22.92,-2.35,0.04,-1.43,3.8,-0.85,15991,16058,0
2014-01-12 11:00:00,23.89,-4.97,0.19,24.36,0.11,0.04,0.47,5.08,-0.15,16151,16027,0
2014-01-12 12:00:00,23.53,-4.59,0.47,23.93,0.28,0.06,0.4,4.87,-0.41,16138,15960,0
2014-01-12 13:00:00,23.28,-4.23,0.28,23.21,-0.63,0.05,-0.07,3.6,-0.23,16178,15889,0
2014-01-12 14:00:00,23.43,-3.41,0.27,23.65,-0.29,0.11,0.22,3.12,-0.16,16027,15756,0
2014-01-12 15:00:00,24.83,-2.67,0.6,23.32,-0.22,0.04,-1.51,2.45,-0.56,15866,15558,0
2014-01-12 16:00:00,25.54,-2.43,0.61,24.09,-0.54,0.03,-1.45,1.89,-0.58,15901,15674,0
2014-01-12 17:00:00,26.34,-6.67,0.16,27.35,-0.4,0.23,1.01,6.27,0.07,16457,16203,0
2014-01-12 18:00:00,33.38,-6.28,1.99,29.23,-0.08,0.48,-4.15,6.2,-1.51,17653,17592,0
2014-01-12 19:00:00,30.93,-6.97,1.49,31.14,-1.89,0.51,0.21,5.08,-0.98,17771,17733,0
2014-01-12 20:00:00,28.04,-6.13,0.22,26.43,-1.9,0.39,-1.61,4.23,0.17,17548,17481,0
2014-01-12 21:00:00,27.48,-2.73,0.92,23.67,-1.59,0.34,-3.81,1.14,-0.58,17071,17027,0
2014-01-12 22:00:00,34.89,6.29,0.67,22.8,-0.46,0.36,-12.09,-6.75,-0.31,16486,16310,0
2014-01-12 23:00:00,27.8,-0.06,0.85,22.53,0.48,0.41,-5.27,0.54,-0.44,15506,15477,0
2014-01-13 00:00:00,24.44,-0.53,0.52,22.53,0.85,0.41,-1.91,1.38,-0.11,14779,14906,0
2014-01-13 01:00:00,22.88,-0.81,0.49,21.12,0.28,0.37,-1.76,1.09,-0.12,14344,14464,0
2014-01-13 02:00:00,22.34,-0.67,0.47,20.61,-0.3,0.39,-1.73,0.37,-0.08,14049,14159,0
2014-01-13 03:00:00,22.19,-0.51,0.46,21.11,-0.88,0.43,-1.08,-0.37,-0.03,13951,14124,0
2014-01-13 04:00:00,21.85,-0.81,0.47,24.97,3.72,0.5,3.12,4.53,0.03,13994,14242,0
2014-01-13 05:00:00,25.34,0.27,0.5,34.09,6.35,0.65,8.75,6.08,0.15,14370,14722,0
2014-01-13 06:00:00,21.69,-8.17,0.11,37.82,6.98,0.64,16.13,15.15,0.53,15363,15802,0
2014-01-13 07:00:00,29.2,-5.51,0.54,43.52,14.86,0.82,14.32,20.37,0.28,17008,17562,0
2014-01-13 08:00:00,30.69,-3.89,0.53,58.87,30.93,0.91,28.18,34.82,0.38,18114,18708,0
2014-01-13 09:00:00,28.95,-5.48,0.51,30.89,3.77,0.72,1.94,9.25,0.21,18166,18567,0
2014-01-13 10:00:00,30.68,-6.1,1.85,28.32,-7.65,0.86,-2.36,-1.55,-0.99,18177,18352,0
2014-01-13 11:00:00,31.66,-4.31,1.81,28.84,-4.12,0.98,-2.82,0.19,-0.83,18239,18262,0
2014-01-13 12:00:00,32.53,-2.48,1.76,27.46,0.18,0.69,-5.07,2.66,-1.07,18173,18088,0
2014-01-13 13:00:00,32.52,-0.64,1.61,26.51,-0.06,0.48,-6.01,0.58,-1.13,18012,17933,0
2014-01-13 14:00:00,31.83,-0.82,1.58,26.0,-1.21,0.44,-5.83,-0.39,-1.14,17931,17903,0
2014-01-13 15:00:00,30.95,-0.89,1.37,25.95,0.2,0.41,-5.0,1.09,-0.96,17774,17698,0
2014-01-13 16:00:00,30.79,-1.41,1.43,26.18,-0.18,0.38,-4.61,1.23,-1.05,17723,17619,0
2014-01-13 17:00:00,39.17,-0.77,1.93,29.36,1.25,0.64,-9.81,2.02,-1.29,18239,18030,0
2014-01-13 18:00:00,45.25,1.67,0.85,85.54,50.8,1.23,40.29,49.13,0.38,19354,19292,0
2014-01-13 19:00:00,45.64,4.18,0.76,29.77,0.45,1.07,-15.87,-3.73,0.31,19341,19448,0
2014-01-13 20:00:00,38.43,-0.12,0.17,31.84,3.75,0.98,-6.59,3.87,0.81,18944,19146,0
2014-01-13 21:00:00,32.94,0.6,0.07,29.26,-0.51,1.08,-3.68,-1.11,1.01,18400,18646,0
2014-01-13 22:00:00,30.01,0.19,1.17,26.36,0.1,0.84,-3.65,-0.09,-0.33,17601,17825,0
2014-01-13 23:00:00,25.35,-2.93,0.79,24.53,-0.74,0.69,-0.82,2.19,-0.1,16524,16782,0
2014-01-14 00:00:00,23.83,-1.93,0.23,22.74,-0.68,0.57,-1.09,1.25,0.34,15893,16070,0
2014-01-14 01:00:00,22.43,-2.93,0.54,22.84,-1.03,0.66,0.41,1.9,0.12,15345,15569,0
2014-01-14 02:00:00,22.32,-1.96,0.71,22.04,-0.27,0.65,-0.28,1.69,-0.06,14942,15239,0
2014-01-14 03:00:00,21.6,-2.19,0.7,21.85,-0.67,0.67,0.25,1.52,-0.03,14770,15060,0
2014-01-14 04:00:00,21.51,-3.49,0.72,23.53,0.95,0.59,2.02,4.44,-0.13,14776,15119,0
2014-01-14 05:00:00,24.65,-2.2,0.59,25.8,-5.18,0.64,1.15,-2.98,0.05,15090,15470,0
2014-01-14 06:00:00,29.9,-2.92,0.72,47.46,-27.08,1.35,17.56,-24.16,0.63,16059,16526,0
2014-01-14 07:00:00,36.47,-1.06,-0.19,88.79,-234.01,5.4,52.32,-232.95,5.59,17781,18182,0
2014-01-14 08:00:00,42.39,4.29,0.7,34.59,-69.66,3.18,-7.8,-73.95,2.48,18867,19177,0
2014-01-14 09:00:00,40.81,5.2,0.66,36.68,-7.09,1.58,-4.13,-12.29,0.92,18876,19214,0
2014-01-14 10:00:00,43.44,8.08,0.65,44.2,14.93,1.13,0.76,6.85,0.48,18832,19172,0
2014-01-14 11:00:00,39.83,5.91,0.63,86.59,53.99,1.27,46.76,48.08,0.64,18835,19231,0
2014-01-14 12:00:00,35.6,2.23,0.61,66.14,33.91,1.19,30.54,31.68,0.58,18771,19159,0
2014-01-14 13:00:00,36.83,3.38,0.17,39.15,10.54,1.03,2.32,7.16,0.86,18711,19049,0
2014-01-14 14:00:00,34.45,1.67,0.16,31.71,-5.04,1.44,-2.74,-6.71,1.28,18600,19008,0
2014-01-14 15:00:00,34.75,2.31,0.49,42.07,14.85,1.12,7.32,12.54,0.63,18501,19043,0
2014-01-14 16:00:00,35.61,3.17,0.16,38.18,10.51,1.09,2.57,7.34,0.93,18542,19024,0
2014-01-14 17:00:00,43.22,4.67,0.69,58.19,27.49,1.29,14.97,22.82,0.6,19105,19452,0
2014-01-14 18:00:00,40.93,-3.61,0.69,67.96,22.63,2.15,27.03,26.24,1.46,19998,20440,0
2014-01-14 19:00:00,42.33,-1.73,0.68,54.61,19.4,1.6,12.28,21.13,0.92,20070,20606,0
2014-01-14 20:00:00,43.95,2.74,0.77,33.59,1.59,1.31,-10.36,-1.15,0.54,19728,20322,0
2014-01-14 21:00:00,33.47,-0.77,0.65,29.92,-2.03,1.17,-3.55,-1.26,0.52,19272,19848,0
2014-01-14 22:00:00,30.03,-1.73,0.13,28.5,-0.17,0.99,-1.53,1.56,0.86,18531,19089,0
2014-01-14 23:00:00,26.65,-2.97,0.1,26.0,-1.57,0.77,-0.65,1.4,0.67,17408,17996,0
2014-01-15 00:00:00,28.67,-0.57,0.79,23.24,-13.54,0.56,-5.43,-12.97,-0.23,17094,17228,0
2014-01-15 01:00:00,25.53,-2.69,0.66,25.78,-22.85,0.59,0.25,-20.16,-0.07,16580,16668,0
2014-01-15 02:00:00,25.04,-2.45,0.42,26.35,-5.27,0.48,1.31,-2.82,0.06,16233,16258,0
2014-01-15 03:00:00,25.26,-1.84,0.42,25.34,-4.89,0.45,0.08,-3.05,0.03,16088,16158,0
2014-01-15 04:00:00,27.09,-1.28,0.64,24.65,-2.16,0.38,-2.44,-0.88,-0.26,16089,16185,0
2014-01-15 05:00:00,29.19,-1.63,0.26,24.1,-2.87,0.22,-5.09,-1.24,-0.04,16437,16526,0
2014-01-15 06:00:00,44.88,3.96,0.91,26.29,-0.96,0.45,-18.59,-4.92,-0.46,17512,17467,0
2014-01-15 07:00:00,65.12,8.23,-0.29,80.19,-71.91,4.56,15.07,-80.14,4.85,19140,19224,0
2014-01-15 08:00:00,53.62,-4.24,-0.08,68.62,27.96,1.64,15.0,32.2,1.72,20163,20317,0
2014-01-15 09:00:00,53.52,3.19,0.44,68.66,20.55,1.84,15.14,17.36,1.4,19962,20083,0
2014-01-15 10:00:00,50.89,3.36,0.25,50.75,8.5,1.55,-0.14,5.14,1.3,19686,19824,0
2014-01-15 11:00:00,47.2,2.43,0.23,33.6,-0.82,1.4,-13.6,-3.25,1.17,19556,19676,0
2014-01-15 12:00:00,45.03,1.64,2.23,30.26,-1.23,1.49,-14.77,-2.87,-0.74,19397,19419,0
2014-01-15 13:00:00,40.69,1.16,1.98,40.74,10.08,1.59,0.05,8.92,-0.39,19191,19267,0
2014-01-15 14:00:00,38.64,1.9,1.85,60.77,30.08,1.68,22.13,28.18,-0.17,19036,19253,0
2014-01-15 15:00:00,36.27,2.18,1.13,35.63,6.69,1.43,-0.64,4.51,0.3,18958,19197,0
2014-01-15 16:00:00,35.43,2.11,0.35,77.03,48.0,1.29,41.6,45.89,0.94,18890,19140,0
2014-01-15 17:00:00,47.71,7.06,0.63,107.12,72.33,1.58,59.41,65.27,0.95,19220,19571,0
2014-01-15 18:00:00,71.02,22.43,0.69,121.58,77.16,2.3,50.56,54.73,1.61,20205,20499,0
2014-01-15 19:00:00,54.08,8.91,0.67,114.81,78.46,1.56,60.73,69.55,0.89,20287,20492,0
2014-01-15 20:00:00,49.96,7.89,1.14,103.23,69.14,1.3,53.27,61.25,0.16,19916,20092,0
2014-01-15 21:00:00,45.49,8.89,0.28,57.87,15.38,1.24,12.38,6.49,0.96,19390,19558,0
2014-01-15 22:00:00,31.54,-0.77,0.09,30.48,-0.63,0.87,-1.06,0.14,0.78,18609,18655,0
2014-01-15 23:00:00,27.54,-2.48,0.52,29.63,1.75,0.55,2.09,4.23,0.03,17518,17406,0
2014-01-16 00:00:00,25.26,-3.9,-0.08,29.34,-12.71,0.54,4.08,-8.81,0.62,16640,16556,0
2014-01-16 01:00:00,21.54,-6.25,-0.19,23.52,-2.35,0.16,1.98,3.9,0.35,16064,15965,0
2014-01-16 02:00:00,20.58,-5.97,-0.11,21.36,-14.96,0.15,0.78,-8.99,0.26,15606,15381,0
2014-01-16 03:00:00,20.25,-5.94,-0.11,23.57,0.12,0.29,3.32,6.06,0.4,15370,15132,0
2014-01-16 04:00:00,20.37,-6.61,-0.13,16.56,-7.08,0.31,-3.81,-0.47,0.44,15318,15108,0
2014-01-16 05:00:00,26.17,-6.93,0.18,18.11,-7.98,0.47,-8.06,-1.05,0.29,15570,15362,0
2014-01-16 06:00:00,35.64,-8.22,-0.51,24.27,-38.91,1.17,-11.37,-30.69,1.68,16543,16333,0
2014-01-16 07:00:00,41.35,-28.52,0.62,37.87,-22.08,1.16,-3.48,6.44,0.54,18390,17974,0
2014-01-16 08:00:00,43.65,-17.0,0.57,49.63,-15.2,1.98,5.98,1.8,1.41,19497,19048,0
2014-01-16 09:00:00,42.51,-4.5,0.36,61.94,27.3,0.89,19.43,31.8,0.53,19351,19042,0
2014-01-16 10:00:00,42.7,0.64,0.32,78.26,41.44,0.82,35.56,40.8,0.5,19242,19063,0
2014-01-16 11:00:00,41.55,3.73,0.73,102.97,65.11,1.12,61.42,61.38,0.39,19238,19234,0
2014-01-16 12:00:00,39.29,4.33,0.67,94.16,60.1,1.06,54.87,55.77,0.39,19146,19255,0
2014-01-16 13:00:00,35.6,2.53,0.62,84.6,52.72,1.04,49.0,50.19,0.42,19054,19254,0
2014-01-16 14:00:00,34.26,2.78,0.6,81.28,48.83,1.09,47.02,46.05,0.49,19022,19347,0
2014-01-16 15:00:00,34.28,3.17,0.6,61.06,31.72,0.95,26.78,28.55,0.35,18908,19430,0
2014-01-16 16:00:00,34.25,2.03,0.6,50.15,22.59,0.79,15.9,20.56,0.19,18877,19438,0
2014-01-16 17:00:00,42.04,2.52,0.71,95.73,58.58,1.28,53.69,56.06,0.57,19339,19822,0
2014-01-16 18:00:00,55.48,8.56,0.74,102.7,62.93,1.38,47.22,54.37,0.64,20064,20873,0
2014-01-16 19:00:00,47.93,3.47,0.71,111.71,67.81,1.39,63.78,64.34,0.68,20309,21030,0
2014-01-16 20:00:00,41.52,0.9,0.64,89.63,57.35,0.98,48.11,56.45,0.34,20004,20776,0
2014-01-16 21:00:00,41.82,2.63,0.77,95.7,61.98,1.17,53.88,59.35,0.4,19600,20399,0
2014-01-16 22:00:00,33.28,-0.01,0.12,61.23,31.72,0.84,27.95,31.73,0.72,19060,19618,0
2014-01-16 23:00:00,30.85,0.33,0.53,25.73,-0.29,0.58,-5.12,-0.62,0.05,18199,18528,0
2014-01-17 00:00:00,28.93,-4.69,0.83,23.92,-1.73,0.32,-5.01,2.96,-0.51,17566,17839,0
2014-01-17 01:00:00,26.67,-4.54,0.86,23.43,0.15,0.32,-3.24,4.69,-0.54,16999,17305,0
2014-01-17 02:00:00,25.83,-4.4,0.95,23.8,-0.27,0.47,-2.03,4.13,-0.48,16603,16946,0
2014-01-17 03:00:00,26.34,-3.38,0.93,23.58,-2.25,0.48,-2.76,1.13,-0.45,16439,16755,0
2014-01-17 04:00:00,26.06,-3.9,0.77,25.21,-4.29,0.36,-0.85,-0.39,-0.41,16438,16660,0
2014-01-17 05:00:00,30.92,-2.67,0.61,24.2,-2.3,0.33,-6.72,0.37,-0.28,16900,16875,0
2014-01-17 06:00:00,36.46,-5.67,-0.13,32.26,0.63,0.5,-4.2,6.3,0.63,17967,17937,0
2014-01-17 07:00:00,51.51,-5.87,1.46,43.89,10.69,0.65,-7.62,16.56,-0.81,19355,19438,0
2014-01-17 08:00:00,60.6,5.31,1.58,48.21,14.94,0.81,-12.39,9.63,-0.77,20387,20412,0
2014-01-17 09:00:00,53.94,5.96,1.22,38.62,0.29,0.92,-15.32,-5.67,-0.3,20192,20354,0
2014-01-17 10:00:00,53.64,6.45,2.08,36.85,1.23,0.77,-16.79,-5.22,-1.31,20023,20048,0
2014-01-17 11:00:00,53.45,9.4,1.95,35.94,1.29,0.71,-17.51,-8.11,-1.24,19874,19851,0
2014-01-17 12:00:00,45.29,4.75,1.76,34.61,-2.45,0.79,-10.68,-7.2,-0.97,19616,19575,0
2014-01-17 13:00:00,45.43,5.92,2.21,33.01,-0.84,0.6,-12.42,-6.76,-1.61,19325,19330,0
2014-01-17 14:00:00,41.16,4.69,1.85,30.55,-0.17,0.5,-10.61,-4.86,-1.35,19142,19155,0
2014-01-17 15:00:00,39.6,3.87,1.8,29.93,0.0,0.46,-9.67,-3.87,-1.34,18884,18758,0
2014-01-17 16:00:00,41.41,4.9,1.83,28.87,-0.1,0.48,-12.54,-5.0,-1.35,18676,18509,0
2014-01-17 17:00:00,56.91,11.23,2.5,31.25,0.13,0.66,-25.66,-11.1,-1.84,18879,18789,0
2014-01-17 18:00:00,71.33,14.91,2.95,42.63,0.34,1.12,-28.7,-14.57,-1.83,19838,19743,0
2014-01-17 19:00:00,64.28,12.82,0.4,37.31,0.03,0.85,-26.97,-12.79,0.45,19902,19820,0
2014-01-17 20:00:00,52.63,6.19,0.18,35.32,0.08,0.91,-17.31,-6.11,0.73,19521,19468,0
2014-01-17 21:00:00,50.76,7.54,0.02,33.21,-0.23,1.02,-17.55,-7.77,1.0,19131,19006,0
2014-01-17 22:00:00,39.07,2.4,0.01,29.66,-0.78,1.32,-9.41,-3.18,1.31,18642,18605,0
2014-01-17 23:00:00,34.59,1.59,0.08,26.79,-2.24,1.28,-7.8,-3.83,1.2,17791,17841,0
2014-01-18 00:00:00,40.73,4.27,0.87,29.71,-1.13,1.29,-11.02,-5.4,0.42,16972,17193,0
2014-01-18 01:00:00,32.04,-1.72,0.14,29.49,-0.49,1.1,-2.55,1.23,0.96,16392,16617,0
2014-01-18 02:00:00,30.16,-2.51,-0.05,27.28,-9.71,1.2,-2.88,-7.2,1.25,15957,16194,0
2014-01-18 03:00:00,30.52,-0.37,-0.04,28.05,-3.66,0.9,-2.47,-3.29,0.94,15721,15862,0
2014-01-18 04:00:00,31.83,-0.87,0.96,25.9,-4.24,0.86,-5.93,-3.37,-0.1,15600,15695,0
2014-01-18 05:00:00,36.61,3.53,0.97,25.98,-4.69,0.84,-10.63,-8.22,-0.13,15647,15717,0
2014-01-18 06:00:00,39.77,1.03,0.72,29.48,-2.59,0.78,-10.29,-3.62,0.06,15947,16067,0
2014-01-18 07:00:00,49.19,5.81,-0.42,34.47,-41.97,2.02,-14.72,-47.78,2.44,16479,16706,0
2014-01-18 08:00:00,52.59,8.35,0.07,35.41,-24.4,1.57,-17.18,-32.75,1.5,17175,17304,0
2014-01-18 09:00:00,59.88,15.71,0.07,35.31,-11.53,1.25,-24.57,-27.24,1.18,17633,17858,0
2014-01-18 10:00:00,55.47,14.11,-0.08,40.32,-10.3,1.43,-15.15,-24.41,1.51,17912,18120,0
2014-01-18 11:00:00,53.52,14.35,0.19,38.84,-2.74,1.4,-14.68,-17.09,1.21,17861,17975,0
2014-01-18 12:00:00,48.45,13.17,0.23,35.73,-1.5,1.34,-12.72,-14.67,1.11,17661,17837,0
2014-01-18 13:00:00,46.31,12.44,1.33,30.01,-1.8,1.11,-16.3,-14.24,-0.22,17456,17586,0
2014-01-18 14:00:00,42.04,10.77,0.98,28.63,-1.38,1.1,-13.41,-12.15,0.12,17324,17261,0
2014-01-18 15:00:00,42.68,12.35,0.94,27.68,-0.61,1.12,-15.0,-12.96,0.18,17177,17024,0
2014-01-18 16:00:00,43.47,11.96,0.97,28.39,0.22,1.3,-15.08,-11.74,0.33,17134,17004,0
2014-01-18 17:00:00,54.65,15.7,1.49,31.28,0.17,1.58,-23.37,-15.53,0.09,17612,17398,0
2014-01-18 18:00:00,71.33,25.97,0.24,38.45,-0.39,2.35,-32.88,-26.36,2.11,18533,18559,0
2014-01-18 19:00:00,65.87,21.58,0.26,36.7,0.39,2.0,-29.17,-21.19,1.74,18714,18766,0
2014-01-18 20:00:00,49.85,10.43,0.18,37.28,0.05,1.78,-12.57,-10.38,1.6,18414,18408,0
2014-01-18 21:00:00,44.15,6.51,1.4,32.96,0.03,1.49,-11.19,-6.48,0.09,17990,17930,0
2014-01-18 22:00:00,32.79,1.73,0.22,28.38,-0.36,1.15,-4.41,-2.09,0.93,17472,17349,0
2014-01-18 23:00:00,28.4,-1.41,0.44,26.83,-0.44,0.87,-1.57,0.97,0.43,16743,16624,0
2014-01-19 00:00:00,30.42,0.1,0.68,23.56,-1.72,0.83,-6.86,-1.82,0.15,15921,16139,0
2014-01-19 01:00:00,29.76,0.74,0.53,23.86,-1.08,0.84,-5.9,-1.82,0.31,15354,15610,0
2014-01-19 02:00:00,26.08,-2.01,0.51,25.8,-0.65,0.85,-0.28,1.36,0.34,14944,15209,0
2014-01-19 03:00:00,25.19,-2.01,0.6,23.63,-1.67,0.69,-1.56,0.34,0.09,14767,14982,0
2014-01-19 04:00:00,22.62,-4.24,0.59,22.52,-1.58,0.53,-0.1,2.66,-0.06,14669,14840,0
2014-01-19 05:00:00,23.18,-3.47,0.57,21.51,-2.03,0.46,-1.67,1.44,-0.11,14766,14851,0
2014-01-19 06:00:00,26.64,-1.59,0.68,21.91,-1.32,0.46,-4.73,0.27,-0.22,14987,15074,0
2014-01-19 07:00:00,32.65,0.87,0.58,23.44,-1.8,0.46,-9.21,-2.67,-0.12,15442,15479,0
2014-01-19 08:00:00,25.45,-7.76,-0.22,24.15,-1.22,0.35,-1.3,6.54,0.57,16032,15927,0
2014-01-19 09:00:00,25.92,-8.49,-0.06,24.36,-1.48,0.38,-1.56,7.01,0.44,16396,16208,0
2014-01-19 10:00:00,26.08,-6.71,-0.07,24.8,-1.73,0.49,-1.28,4.98,0.56,16601,16347,0
2014-01-19 11:00:00,27.47,-5.03,1.02,23.6,-1.53,0.59,-3.87,3.5,-0.43,16540,16259,0
2014-01-19 12:00:00,28.17,-2.7,0.93,24.21,-0.82,0.76,-3.96,1.88,-0.17,16413,16099,0
2014-01-19 13:00:00,27.81,-1.87,0.89,24.18,-0.69,0.72,-3.63,1.18,-0.17,16267,15972,0
2014-01-19 14:00:00,27.08,-1.25,0.29,22.92,-0.75,0.68,-4.16,0.5,0.39,16022,15840,0
2014-01-19 15:00:00,26.2,-1.16,0.2,22.93,0.07,0.75,-3.27,1.23,0.55,15877,15686,0
2014-01-19 16:00:00,26.03,-1.94,0.14,23.73,0.03,0.9,-2.3,1.97,0.76,15871,15749,0
2014-01-19 17:00:00,34.34,-1.5,1.04,38.21,-1.85,1.54,3.87,-0.35,0.5,16455,16202,0
2014-01-19 18:00:00,54.01,6.92,1.75,33.34,-9.61,1.96,-20.67,-16.53,0.21,17843,17598,0
2014-01-19 19:00:00,46.85,3.61,1.63,23.79,-30.97,2.49,-23.06,-34.58,0.86,18093,17913,0
2014-01-19 20:00:00,35.09,-5.31,1.53,25.99,-23.43,2.47,-9.1,-18.12,0.94,17865,17658,0
2014-01-19 21:00:00,27.97,-6.53,0.49,24.5,-1.68,0.99,-3.47,4.85,0.5,17425,17104,0
2014-01-19 22:00:00,26.2,-5.03,0.46,24.08,-3.47,0.72,-2.12,1.56,0.26,16851,16496,0
2014-01-19 23:00:00,25.0,-4.08,0.33,17.1,-27.9,0.95,-7.9,-23.82,0.62,15993,15716,0
2014-01-20 00:00:00,24.87,-4.31,0.85,22.4,-1.08,0.58,-2.47,3.23,-0.27,15248,15234,0
